"TIME","GEO","INDIC_ED","UNIT","Value","Flag and Footnotes"
"2004","European Union (25 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","524,888.6","e"
"2004","European Union (25 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","119,474.1","e"
"2004","European Union (25 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","238,364.4","e"
"2004","European Union (25 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","117,015.5","e"
"2004","Euro area (18 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","376,664.5","e"
"2004","Euro area (18 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","81,285.1","e"
"2004","Euro area (18 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","173,051.3","e"
"2004","Euro area (18 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","84,942.9","e"
"2004","Euro area (17 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","375,499.6","e"
"2004","Euro area (17 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","81,095.4","e"
"2004","Euro area (17 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","172,383.9","e"
"2004","Euro area (17 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","84,786.3","e"
"2004","Euro area (15 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","371,893.5","e"
"2004","Euro area (15 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","80,510.3","e"
"2004","Euro area (15 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","170,572.4","e"
"2004","Euro area (15 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","83,991.8","e"
"2004","Euro area (13 countries)","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","370,604.1","e"
"2004","Euro area (13 countries)","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","80,176.3","e"
"2004","Euro area (13 countries)","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","170,004.0","e"
"2004","Euro area (13 countries)","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","83,743.3","e"
"2004","Belgium","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","16,267.0","d"
